stock,headline,source,date,time,cleaned_headline,neg,neu,pos,compound,sentiment_label
NIO,Huge News for Tesla Stock and Nio Stock Investors,(Motley Fool),Jul-14-23,09:58AM,huge news tesla stock nio stock investor,0.0,0.777,0.223,0.3182,Positive
NIO,Can Nio Stock Break Out After a Flat First Half of 2023?,(Motley Fool),Jul-13-23,10:11AM,nio stock break flat first half,0.0,1.0,0.0,0.0,Neutral
NIO,NIOs Unlikely Ally: How Tesla Could Turn the Tables for NIO Stock,(InvestorPlace),Jul-13-23,10:11AM,nios unlikely ally tesla could turn table nio stock,0.0,1.0,0.0,0.0,Neutral
NIO,Is Trending Stock NIO Inc. (NIO) a Buy Now?,(Zacks),Jul-12-23,09:00AM,trending stock nio inc nio buy,0.0,1.0,0.0,0.0,Neutral
NIO,NIO Inc. Announces Closing of Strategic Equity Investment from CYVN,(GlobeNewswire),Jul-12-23,09:00AM,nio inc announces closing strategic equity investment cyvn,0.0,1.0,0.0,0.0,Neutral
NIO,EV Penny Stocks List: From $10 to Under $1,(Insider Monkey),Jul-11-23,10:25AM,ev penny stock list,0.0,1.0,0.0,0.0,Neutral
NIO,"EV Roundup: NKLA Gets $41.9M Fund, BLNK Partners With AAA & More",(Zacks),Jul-11-23,10:25AM,ev roundup nkla get fund blnk partner aaa,0.0,1.0,0.0,0.0,Neutral
NIO,Why Nio Could Be the Best Way to Play the Long-Term EV Boom,(InvestorPlace),Jul-10-23,10:01AM,nio could best way play longterm ev boom,0.0,0.625,0.375,0.765,Positive
NIO,7 Stocks to Sell in July Before They Crash and Burn,(InvestorPlace),Jul-10-23,10:01AM,stock sell july crash burn,0.231,0.769,0.0,-0.4019,Negative
NIO,Great News for Tesla Stock and Nio Stock Investors,(Motley Fool),Jul-09-23,05:00AM,great news tesla stock nio stock investor,0.0,0.661,0.339,0.6249,Positive
NIO,Huge News for Nio Stock Investors!,(Motley Fool),Jul-07-23,05:28PM,huge news nio stock investor,0.0,0.659,0.341,0.3802,Positive
NIO,"Up 29% in June, Nio Stock Looks Ready for a Bull Run",(Motley Fool),Jul-07-23,05:28PM,june nio stock look ready bull run,0.0,0.8,0.2,0.3612,Positive
NIO,EV market: Tesla agrees to fair pricing in China,(Yahoo Finance Video),Jul-06-23,11:30AM,ev market tesla agrees fair pricing china,0.0,0.631,0.369,0.4767,Positive
NIO,Tesla Joins Chinese Carmakers in Pledge to End EV Price War,(The Wall Street Journal),Jul-06-23,11:30AM,tesla join chinese carmaker pledge end ev price war,0.281,0.719,0.0,-0.5994,Negative
NIO,3 EV Stocks That AI Predicts Will Deliver Triple-Digit Returns in 2023,(InvestorPlace),Jul-05-23,08:52AM,ev stock ai predicts deliver tripledigit return,0.0,1.0,0.0,0.0,Neutral
NIO,"Nio's Business Bounces Back, but There's a Better Way to Play Chinese EV Stocks",(Motley Fool),Jul-05-23,08:52AM,nios business bounce back there better way play chinese ev stock,0.0,0.613,0.387,0.7876,Positive
NIO,"NIO, XPeng (XPEV) & LI Auto (LI) Post June, Q2 Delivery Updates",(Zacks),Jul-03-23,11:00AM,nio xpeng xpev li auto li post june q delivery update,0.0,1.0,0.0,0.0,Neutral
NIO,Tesla Stock Jumps After Price-Cut Strategy Juices Deliveries; EV Makers Rally,(The Wall Street Journal),Jul-03-23,11:00AM,tesla stock jump pricecut strategy juice delivery ev maker rally,0.0,1.0,0.0,0.0,Neutral
NIO,"Stocks to Watch Monday: Tesla, Apple, Nio, AstraZeneca",(The Wall Street Journal),Jul-03-23,11:00AM,stock watch monday tesla apple nio astrazeneca,0.0,1.0,0.0,0.0,Neutral
NIO,NIO Inc. Provides June and Second Quarter 2023 Delivery Update,(GlobeNewswire),Jul-01-23,05:30AM,nio inc provides june second quarter delivery update,0.0,1.0,0.0,0.0,Neutral
NIO,XPeng stock pops after Chinese EV maker prices SUV below Tesla Model Y,(Yahoo Finance),Jun-30-23,11:17AM,xpeng stock pop chinese ev maker price suv tesla model,0.0,1.0,0.0,0.0,Neutral
NIO,Why Nio Shares Are Jumping This Week,(Motley Fool),Jun-30-23,11:17AM,nio share jumping week,0.0,0.732,0.268,0.296,Positive
NIO,Ignore NIO Stocks Big News. There Is Disappointment Ahead.,(InvestorPlace),Jun-30-23,11:17AM,ignore nio stock big news disappointment ahead,0.453,0.547,0.0,-0.7003,Negative
NIO,Dont Fall for It! 7 Overhyped EV Stocks to Avoid,(InvestorPlace),Jun-29-23,06:00AM,dont fall overhyped ev stock avoid,0.238,0.762,0.0,-0.3595,Negative
NIO,Why Abu Dhabis Bet on NIO Stock Is a Case of Color-Blind Optimism,(InvestorPlace),Jun-28-23,02:07PM,abu dhabis bet nio stock case colorblind optimism,0.0,0.759,0.241,0.5423,Positive
NIO,Is Most-Watched Stock NIO Inc. (NIO) Worth Betting on Now?,(Zacks),Jun-28-23,02:07PM,mostwatched stock nio inc nio worth betting,0.0,0.826,0.174,0.2263,Positive
NIO,Why Nio Stock Raced Higher Today,(Motley Fool),Jun-27-23,04:11PM,nio stock raced higher today,0.0,1.0,0.0,0.0,Neutral
NIO,"EV Roundup: NIO Raises More Than $700M, RIVN to Ride TSLA's NACS Wave & More",(Zacks),Jun-27-23,04:11PM,ev roundup nio raise rivn ride tslas nac wave,0.0,1.0,0.0,0.0,Neutral
NIO,Is Nio Stock Following in Tesla's Footsteps?,(Motley Fool),Jun-27-23,04:11PM,nio stock following tesla footstep,0.0,1.0,0.0,0.0,Neutral
NIO,3 Stocks Under $10 That Can Skyrocket by 2025,(InvestorPlace),Jun-27-23,04:11PM,stock skyrocket,0.0,1.0,0.0,0.0,Neutral
NIO,"Watch Out, NIO Stock Investors! There Is Stormy Weather Ahead",(InvestorPlace),Jun-26-23,07:00AM,watch nio stock investor stormy weather ahead,0.0,1.0,0.0,0.0,Neutral
NIO,Chinas Tesla Killer Stumbles as EV Price War Takes Toll,(The Wall Street Journal),Jun-26-23,07:00AM,china tesla killer stumble ev price war take toll,0.506,0.494,0.0,-0.8481,Negative
NIO,This Big Investor Is Making a Massive Mistake With NIO Stock,(InvestorPlace),Jun-24-23,10:24AM,big investor making massive mistake nio stock,0.211,0.789,0.0,-0.34,Negative
NIO,"The Zacks Analyst Blog Highlights Tesla, Li Auto, NIO and XPeng",(Zacks),Jun-23-23,05:00AM,zacks analyst blog highlight tesla li auto nio xpeng,0.0,1.0,0.0,0.0,Neutral
NIO,Beyond Tesla: 3 EV Stocks Offering Greater Long-Term Returns,(InvestorPlace),Jun-22-23,03:07PM,beyond tesla ev stock offering greater longterm return,0.0,0.737,0.263,0.3612,Positive
NIO,NIO's Global Expansion Plan Gets a $738.5M Boost From UAE,(Zacks),Jun-21-23,09:31AM,nios global expansion plan get boost uae,0.0,0.748,0.252,0.4019,Positive
NIO,Analyst Report: NIO Inc.,(Morningstar Research),Jun-21-23,09:31AM,analyst report nio inc,0.0,1.0,0.0,0.0,Neutral
NIO,Abu Dhabi to Take 7% Stake in Chinese Electric Vehicle Maker Nio,(Bloomberg),Jun-20-23,11:22AM,abu dhabi take stake chinese electric vehicle maker nio,0.0,1.0,0.0,0.0,Neutral
NIO,China's Nio to get near $740 million investment from Abu Dhabi-backed firm,(Reuters),Jun-20-23,11:22AM,china nio get near million investment abu dhabibacked firm,0.0,1.0,0.0,0.0,Neutral
NIO,UPDATE 1-China's Nio to get near $740 mln investment from Abu Dhabi-backed firm,(Reuters),Jun-20-23,11:22AM,update china nio get near mln investment abu dhabibacked firm,0.0,1.0,0.0,0.0,Neutral
NIO,China's Nio to get over $730 mln investment from Abu Dhabi-backed firm,(Reuters),Jun-20-23,11:22AM,china nio get mln investment abu dhabibacked firm,0.0,1.0,0.0,0.0,Neutral
NIO,NIO Inc. Announces Strategic Equity Investment from CYVN Holdings,(GlobeNewswire),Jun-20-23,11:22AM,nio inc announces strategic equity investment cyvn holding,0.0,1.0,0.0,0.0,Neutral
NIO,2 Green Flags for Nio Stock in 2023 (and Beyond),(Motley Fool),Jun-19-23,11:42AM,green flag nio stock beyond,0.0,1.0,0.0,0.0,Neutral
NIO,"EV Roundup: TSLA's NACS Wave, NKLA's Cost Optimization Drive & More",(Zacks),Jun-19-23,11:42AM,ev roundup tslas nac wave nklas cost optimization drive,0.0,0.776,0.224,0.3818,Positive
NIO,Why Is Everyone Talking About Nio Stock?,(Motley Fool),Jun-18-23,06:06AM,everyone talking nio stock,0.0,1.0,0.0,0.0,Neutral
NIO,Better EV Stock: NIO vs. ChargePoint,(Motley Fool),Jun-18-23,06:06AM,better ev stock nio v chargepoint,0.0,0.633,0.367,0.4404,Positive
NIO,NIO Stock Continues to Gain Momentum. Here's What Investors Should Know,(Motley Fool),Jun-16-23,10:00AM,nio stock continues gain momentum here investor know,0.0,0.746,0.254,0.5267,Positive
NIO,Why Nikola and Other EV Stocks Soared This Week,(Motley Fool),Jun-15-23,01:07PM,nikola ev stock soared week,0.0,1.0,0.0,0.0,Neutral
NIO,What's Going on With Nio Stock?,(Motley Fool),Jun-14-23,04:51PM,whats going nio stock,0.0,1.0,0.0,0.0,Neutral
NIO,EV stocks join AI names in leading the stock market rally,(Yahoo Finance),Jun-14-23,04:51PM,ev stock join ai name leading stock market rally,0.0,0.82,0.18,0.296,Positive
NIO,Nio Succumbs To Tesla's Price War,(Benzinga),Jun-13-23,02:17PM,nio succumbs tesla price war,0.438,0.562,0.0,-0.5994,Negative
NIO,"NIO Slashes Prices of All Models, Ends Free Battery Swapping",(Zacks),Jun-13-23,02:17PM,nio slash price model end free battery swapping,0.137,0.611,0.252,0.3612,Positive
NIO,"EV Roundup: GM-TSLA Charging Deal, BWA's ""Charging Forward: 2027"" & More",(Zacks),Jun-13-23,02:17PM,ev roundup gmtsla charging deal bwas charging forward,0.0,1.0,0.0,0.0,Neutral
NIO,Best Stocks to Buy Now: Is Nio Stock a Buy After Earnings?,(Motley Fool),Jun-12-23,04:57PM,best stock buy nio stock buy earnings,0.0,0.704,0.296,0.6369,Positive
NIO,Options Traders Score Cheap Premium After Nio Earnings,(Schaeffer's Investment Research),Jun-12-23,04:57PM,option trader score cheap premium nio earnings,0.0,1.0,0.0,0.0,Neutral
NIO,"NIO Q1 Loss Wider Than Expected, Vehicle Margin Declines",(Zacks),Jun-12-23,04:57PM,nio q loss wider expected vehicle margin decline,0.223,0.777,0.0,-0.3182,Negative
NIO,Why Nio Stock Shot Higher Today,(Motley Fool),Jun-12-23,04:57PM,nio stock shot higher today,0.0,1.0,0.0,0.0,Neutral
NIO,"Chinese EV stocks XPeng, Nio surge after higher than expected pre-orders",(Yahoo Finance Video),Jun-12-23,04:57PM,chinese ev stock xpeng nio surge higher expected preorders,0.0,1.0,0.0,0.0,Neutral
LI,XPeng Succumbed To Tesla's Price War But Rising Deliveries Provide Hints Of Recovery,(Benzinga),Aug-18-23,12:37PM,xpeng succumbed tesla price war rising delivery provide hint recovery,0.17,0.83,0.0,-0.3506,Negative
LI,VinFast Stock Falls for Second Day; Chinese EV Shares Rise,(The Wall Street Journal),Aug-17-23,01:33PM,vinfast stock fall second day chinese ev share rise,0.908,0.072,0.02,-0.9992,Negative
LI,VinFast Stock Plunges After EV Maker's Blockbuster Nasdaq Debut,(The Wall Street Journal),Aug-16-23,01:37PM,vinfast stock plunge ev maker blockbuster nasdaq debut,0.0,0.672,0.328,0.5994,Positive
LI,The 3 Most Undervalued EV Stocks to Buy Now: August 2023,(InvestorPlace),Aug-15-23,07:00AM,undervalued ev stock buy august,0.0,1.0,0.0,0.0,Neutral
LI,Best Stocks to Buy Now: Rivian vs. Nio vs. Li vs. XPeng,(Motley Fool),Aug-15-23,07:00AM,best stock buy rivian v nio v li v xpeng,0.0,0.724,0.276,0.6369,Positive
LI,Li Auto Alert: Buy LI Stock Today or Regret It Down the Road,(InvestorPlace),Aug-14-23,12:39PM,li auto alert buy li stock today regret road,0.175,0.688,0.138,-0.1531,Negative
LI,7 Great Growth Stocks Smart Investors Should Be Grabbing Up Now,(InvestorPlace),Aug-14-23,12:39PM,great growth stock smart investor grabbing,0.0,0.427,0.573,0.8555,Positive
LI,LI Stock Analysis: What the Market Is Telling Us About Li Auto,(InvestorPlace),Aug-13-23,06:30AM,li stock analysis market telling u li auto,0.0,1.0,0.0,0.0,Neutral
LI,Li Auto Inc. (NASDAQ:LI) Q2 2023 Earnings Call Transcript,(Insider Monkey),Aug-12-23,08:00AM,li auto inc nasdaqli q earnings call transcript,0.0,1.0,0.0,0.0,Neutral
LI,Today's News From The EV Land,(Benzinga),Aug-10-23,11:55AM,today news ev land,0.0,1.0,0.0,0.0,Neutral
LI,"Buy Li Auto Stock, Sell XPeng. China EV Earnings Matter.",(Barrons.com),Aug-10-23,11:55AM,buy li auto stock sell xpeng china ev earnings matter,0.0,0.891,0.109,0.0258,Positive
LI,Analyst Report: Li Auto Inc.,(Morningstar Research),Aug-09-23,06:47AM,analyst report li auto inc,0.0,1.0,0.0,0.0,Neutral
LI,Need To Know: Analysts Are Much More Bullish On Li Auto Inc. (NASDAQ:LI),(Simply Wall St.),Aug-09-23,06:47AM,need know analyst much bullish li auto inc nasdaqli,0.0,1.0,0.0,0.0,Neutral
LI,"China's Li Auto aims to outsell BMW, Mercedes, Audi in its home market in 2024",(Reuters),Aug-08-23,11:30PM,china li auto aim outsell bmw mercedes audi home market,0.0,1.0,0.0,0.0,Neutral
LI,"China's Li Auto aims to outsell BMW, Mercedes, Audi in its home market in 2024",(Reuters),Aug-08-23,11:30PM,china li auto aim outsell bmw mercedes audi home market,0.0,1.0,0.0,0.0,Neutral
LI,"Li Auto Earnings Boom. Tesla Rival Sinks Despite Strong Outlook, Mega Update.",(Investor's Business Daily),Aug-08-23,11:30PM,li auto earnings boom tesla rival sink despite strong outlook mega update,0.197,0.803,0.0,-0.4023,Negative
LI,Why Did Li Auto Stock Crash Today?,(Motley Fool),Aug-08-23,11:30PM,li auto stock crash today,0.31,0.69,0.0,-0.4019,Negative
LI,Li Auto (LI) Q2 2023 Earnings Call Transcript,(Motley Fool),Aug-08-23,11:30PM,li auto li q earnings call transcript,0.0,1.0,0.0,0.0,Neutral
LI,Li Is More Profitable Than Tesla. Its Stock Is Tanking.,(Barrons.com),Aug-08-23,11:30PM,li profitable tesla stock tanking,0.0,0.738,0.262,0.4927,Positive
LI,"Li Auto Earnings Boom, Delivery Guidance Strong, But Tesla Rival Backs Off Record High",(Investor's Business Daily),Aug-08-23,11:30PM,li auto earnings boom delivery guidance strong tesla rival back record high,0.084,0.777,0.139,0.2144,Positive
LI,Tesla Is Now Less Profitable Than This Chinese EV Maker,(Barrons.com),Aug-08-23,11:30PM,tesla le profitable chinese ev maker,0.0,0.775,0.225,0.3832,Positive
LI,"Li Auto Swings to Profit, Sees Deliveries Rising. The Stock Is Dropping.",(Barrons.com),Aug-08-23,11:30PM,li auto swing profit see delivery rising stock dropping,0.0,0.791,0.209,0.4404,Positive
LI,Li Auto Inc. Announces Unaudited Second Quarter 2023 Financial Results,(GlobeNewswire),Aug-08-23,11:30PM,li auto inc announces unaudited second quarter financial result,0.0,1.0,0.0,0.0,Neutral
LI,Li Auto Earnings Are Coming. Watch for Delivery Guidance.,(Barrons.com),Aug-07-23,04:54PM,li auto earnings coming watch delivery guidance,0.0,1.0,0.0,0.0,Neutral
LI,"Li Auto Stock On Cusp Of Record High, Tesla Rival Eyes First $3 Billion Quarter",(Investor's Business Daily),Aug-07-23,04:54PM,li auto stock cusp record high tesla rival eye first billion quarter,0.0,1.0,0.0,0.0,Neutral
LI,"EVgo Charging Network Sees Revenue Soar, Uplifted By Project Tied To Warren Buffett",(Investor's Business Daily),Aug-04-23,04:07PM,evgo charging network see revenue soar uplifted project tied warren buffett,0.0,1.0,0.0,0.0,Neutral
LI,"EV Charging Network EVgo Sees Revenue Soar, Uplifted By Project Tied To Warren Buffett",(Investor's Business Daily),Aug-03-23,03:45PM,ev charging network evgo see revenue soar uplifted project tied warren buffett,0.0,1.0,0.0,0.0,Neutral
LI,EV Charging Stock Soars On Earnings. IBD 50 Leader Hits Fresh High.,(Investor's Business Daily),Aug-03-23,03:45PM,ev charging stock soar earnings ibd leader hit fresh high,0.0,0.827,0.173,0.3182,Positive
LI,A $15 Billion Electric Vehicle Niche Is Flying Under Wall Streets Radar,(Oilprice.com),Aug-02-23,07:00PM,billion electric vehicle niche flying wall street radar,0.0,1.0,0.0,0.0,Neutral
LI,"Li Auto Pops To High On Robust Sales, But Nio May Have Edge Ahead",(Investor's Business Daily),Aug-01-23,04:07PM,li auto pop high robust sale nio may edge ahead,0.0,0.884,0.116,0.1779,Positive
LI,Tesla's China Rivals Post Robust Deliveries. This EV Stock Hits New High.,(Investor's Business Daily),Aug-01-23,04:07PM,tesla china rival post robust delivery ev stock hit new high,0.0,0.821,0.179,0.34,Positive
LI,"NIO, Li, and XPeng Post Huge Deliveries Numbers. Thats Good for Tesla Stock.",(Barrons.com),Aug-01-23,04:07PM,nio li xpeng post huge delivery number thats good tesla stock,0.0,0.679,0.321,0.6369,Positive
LI,Tesla's China Rivals Amp Up EV Deliveries. Two Stocks Double This Year.,(Investor's Business Daily),Aug-01-23,04:07PM,tesla china rival amp ev delivery two stock double year,0.0,1.0,0.0,0.0,Neutral
LI,"LI Stock Investors, Take Note: What to Watch for on August 8",(InvestorPlace),Aug-01-23,04:07PM,li stock investor take note watch august,0.0,1.0,0.0,0.0,Neutral
LI,"Huge Delivery Numbers From, NIO, Li, and XPeng Are Good for Tesla Stock",(Barrons.com),Aug-01-23,04:07PM,huge delivery number nio li xpeng good tesla stock,0.0,0.679,0.321,0.6369,Positive
LI,Li Auto Inc. July 2023 Delivery Update,(GlobeNewswire),Aug-01-23,04:07PM,li auto inc july delivery update,0.0,1.0,0.0,0.0,Neutral
LI,These 3 EV Stocks Could Outperform All Others in 2024,(InvestorPlace),Jul-31-23,03:06PM,ev stock could outperform others,0.0,1.0,0.0,0.0,Neutral
LI,"Tesla's China Rivals Nio, Li Auto, XPeng Amp Up Their EV Game. Two Stocks Double This Year.",(Investor's Business Daily),Jul-31-23,03:06PM,tesla china rival nio li auto xpeng amp ev game two stock double year,0.0,1.0,0.0,0.0,Neutral
LI,"Li Auto (NASDAQ:LI) delivers shareholders solid 38% CAGR over 3 years, surging 12% in the last week alone",(Simply Wall St.),Jul-31-23,03:06PM,li auto nasdaqli delivers shareholder solid cagr year surging last week alone,0.108,0.806,0.086,-0.1027,Negative
LI,Analyst Report: Li Auto Inc.,(Morningstar Research),Jul-28-23,06:48PM,analyst report li auto inc,0.0,1.0,0.0,0.0,Neutral
LI,10 Best Small Cap Electric Vehicle Stocks to Buy,(Insider Monkey),Jul-28-23,06:48PM,best small cap electric vehicle stock buy,0.0,0.656,0.344,0.6369,Positive
LI,7 EV Stocks You Better Be Buying on Each and Every Dip,(InvestorPlace),Jul-27-23,06:18PM,ev stock better buying every dip,0.0,0.775,0.225,0.4404,Positive
LI,"Li Auto Inc. to Report Second Quarter 2023 Financial Results on August 8, 2023",(GlobeNewswire),Jul-27-23,06:18PM,li auto inc report second quarter financial result august,0.0,1.0,0.0,0.0,Neutral
LI,2 EV Stocks Gaining Momentum This Year,(GuruFocus.com),Jul-26-23,01:16PM,ev stock gaining momentum year,0.0,0.641,0.359,0.4215,Positive
LI,3 EV Stocks to Power Up Your Portfolio for the Next 5 Years,(InvestorPlace),Jul-25-23,03:53PM,ev stock power portfolio next year,0.0,1.0,0.0,0.0,Neutral
LI,Warning: Toyota Poses a Big Threat to Li Auto Stock,(InvestorPlace),Jul-25-23,03:53PM,warning toyota pose big threat li auto stock,0.453,0.547,0.0,-0.7003,Negative
LI,3 Overvalued Stocks to Sell Before They Crater,(InvestorPlace),Jul-24-23,04:45PM,overvalued stock sell crater,0.0,1.0,0.0,0.0,Neutral
LI,Is CarGurus (CARG) Outperforming Other Auto-Tires-Trucks Stocks This Year?,(Zacks),Jul-24-23,04:45PM,cargurus carg outperforming autotirestrucks stock year,0.0,1.0,0.0,0.0,Neutral
LI,The Great LI Auto Gamble: Is It Time to Double Down or Cash Out?,(InvestorPlace),Jul-21-23,06:20AM,great li auto gamble time double cash,0.0,0.76,0.24,0.6249,Positive
LI,Li Auto Inc. Sponsored ADR (LI) Gains As Market Dips: What You Should Know,(Zacks),Jul-20-23,05:45PM,li auto inc sponsored adr li gain market dip know,0.0,0.844,0.156,0.34,Positive
LI,"BYD, Li Auto Smash Foreign Rivals During Price War",(Bloomberg),Jul-20-23,05:45PM,byd li auto smash foreign rival price war,0.328,0.672,0.0,-0.5994,Negative
LI,11 Cheap Chinese Stocks to Buy According to Analysts,(Insider Monkey),Jul-20-23,05:45PM,cheap chinese stock buy according analyst,0.0,1.0,0.0,0.0,Neutral
LI,"3 EV Stocks to Buy to Turn $1,000 Into $1 Million",(InvestorPlace),Jul-19-23,01:34PM,ev stock buy turn million,0.0,1.0,0.0,0.0,Neutral
LI,The 3 Most Undervalued EV Stocks to Buy Now: July 2023,(InvestorPlace),Jul-19-23,01:34PM,undervalued ev stock buy july,0.0,1.0,0.0,0.0,Neutral
LI,Forget Tesla: These 3 EV Stocks Could Be Better Bets Right Now,(InvestorPlace),Jul-18-23,04:09PM,forget tesla ev stock could better bet right,0.138,0.652,0.21,0.25,Positive
LI,LI Stock Outlook: Can Chinas Middle Class Afford This New Minivan?,(InvestorPlace),Jul-18-23,04:09PM,li stock outlook china middle class afford new minivan,0.0,1.0,0.0,0.0,Neutral
LI,Best EV Stocks: Nio vs. XPeng vs. Li Auto,(Motley Fool),Jul-17-23,07:03PM,best ev stock nio v xpeng v li auto,0.0,0.656,0.344,0.6369,Positive
LI,Li Auto Inc. Sponsored ADR (LI) Dips More Than Broader Markets: What You Should Know,(Zacks),Jul-14-23,05:45PM,li auto inc sponsored adr li dip broader market know,0.0,1.0,0.0,0.0,Neutral
LI,Ray Dalios China Stocks,(Insider Monkey),Jul-14-23,05:45PM,ray dalios china stock,0.0,1.0,0.0,0.0,Neutral
LI,Chinese Tesla rival Nio hits out against US protectionism,(Financial Times),Jul-13-23,05:10AM,chinese tesla rival nio hit u protectionism,0.0,1.0,0.0,0.0,Neutral
LI,Nio Stock Eyes Return To Glory. Its EV Sales Are Set To Accelerate.,(Investor's Business Daily),Jul-12-23,04:15PM,nio stock eye return glory ev sale set accelerate,0.0,0.774,0.226,0.5423,Positive
LI,"3 EV Stocks Worth Buying Now: BYD, TSLA, LI",(InvestorPlace),Jul-12-23,04:15PM,ev stock worth buying byd tsla li,0.0,0.787,0.213,0.2263,Positive
LI,Li Auto Outlook: Is It Time to Pump the Brakes on LI Stock?,(InvestorPlace),Jul-12-23,04:15PM,li auto outlook time pump brake li stock,0.0,1.0,0.0,0.0,Neutral
LI,Why These 3 Stocks Are the Best Ways to Play EV Right Now,(InvestorPlace),Jul-12-23,04:15PM,stock best way play ev right,0.0,0.602,0.398,0.765,Positive
LI,Wall Street Analysts See Li Auto Inc. Sponsored ADR (LI) as a Buy: Should You Invest?,(Zacks),Jul-11-23,09:30AM,wall street analyst see li auto inc sponsored adr li buy invest,0.0,1.0,0.0,0.0,Neutral
LI,LI Stock Prediction: Li Auto Will Be a Vehicle for Profits in H2 2023,(InvestorPlace),Jul-11-23,09:30AM,li stock prediction li auto vehicle profit h,0.0,0.805,0.195,0.4404,Positive
LI,Tesla Rivals Lead 9 Stocks With Strong Earnings Growth Seen Through Next Year,(Investor's Business Daily),Jul-10-23,06:30PM,tesla rival lead stock strong earnings growth seen next year,0.0,0.629,0.371,0.7096,Positive
LI,BMW (BMWYY) Launches Low-Cost Electric CE 02 Motorcycle,(Zacks),Jul-10-23,06:30PM,bmw bmwyy launch lowcost electric ce motorcycle,0.0,1.0,0.0,0.0,Neutral
LI,Tesla (TSLA) Offers Cash Discount on Model 3/Y to Boost Sales,(Zacks),Jul-10-23,06:30PM,tesla tsla offer cash discount model boost sale,0.0,0.787,0.213,0.4019,Positive
LI,3 Tech Stocks With More Potential Than Any Cryptocurrency,(Motley Fool),Jul-09-23,05:20AM,tech stock potential cryptocurrency,0.0,1.0,0.0,0.0,Neutral
LI,Li Auto Inc. Sponsored ADR (LI) Stock Moves -0.76%: What You Should Know,(Zacks),Jul-06-23,06:15PM,li auto inc sponsored adr li stock move know,0.0,1.0,0.0,0.0,Neutral
LI,The 7 Best EV Stocks to Buy in July,(InvestorPlace),Jul-06-23,06:15PM,best ev stock buy july,0.0,0.625,0.375,0.6369,Positive
LI,General Motors (GM) Second Quarter Sales Increase 19% Y/Y,(Zacks),Jul-06-23,06:15PM,general motor gm second quarter sale increase yy,0.0,0.777,0.223,0.3182,Positive
LI,Outpacing Tesla? Why Li Auto Stock Should Be on Your Radar.,(InvestorPlace),Jul-06-23,06:15PM,outpacing tesla li auto stock radar,0.0,1.0,0.0,0.0,Neutral
LI,"Goodbye, Volkswagen: Chinas New EV Winners",(The Wall Street Journal),Jul-06-23,06:15PM,goodbye volkswagen china new ev winner,0.0,0.617,0.383,0.4767,Positive
LI,"Rivian (RIVN) Delivers 12,640 Vehicles in Q2, Up 59% Q/Q",(Zacks),Jul-05-23,11:23AM,rivian rivn delivers vehicle q qq,0.0,1.0,0.0,0.0,Neutral
LI,These 3 Stocks Could be the Best Growth Picks Right Now,(InvestorPlace),Jul-03-23,04:55PM,stock could best growth pick right,0.0,0.541,0.459,0.7783,Positive
LI,"China EV Sales Improve For Nio And Xpeng, While BYD And Li Auto Boom And Hit Milestones",(Investor's Business Daily),Jul-03-23,04:55PM,china ev sale improve nio xpeng byd li auto boom hit milestone,0.0,0.847,0.153,0.4404,Positive
LI,The No. 1 Stocks From 2023's Hottest Industry Groups Don't Include Tesla Or Nvidia,(Investor's Business Daily),Jul-03-23,04:55PM,stock hottest industry group dont include tesla nvidia,0.155,0.845,0.0,-0.296,Negative
LI,"NIO, XPeng (XPEV) & LI Auto (LI) Post June, Q2 Delivery Updates",(Zacks),Jul-03-23,04:55PM,nio xpeng xpev li auto li post june q delivery update,0.0,1.0,0.0,0.0,Neutral
LI,"Li Auto, XPeng, and NIO Post EV Delivery Record in June. One Had an Incredible Month.",(Barrons.com),Jul-03-23,04:55PM,li auto xpeng nio post ev delivery record june one incredible month,0.0,1.0,0.0,0.0,Neutral
LI,"BYD Beat Tesla in China Again. This Is a Two-Horse Race, Though.",(Barrons.com),Jul-03-23,04:55PM,byd beat tesla china twohorse race though,0.0,1.0,0.0,0.0,Neutral
LI,Tesla Leads EV Stocks Higher as Deliveries Surge Across the Industry,(Motley Fool),Jul-03-23,04:55PM,tesla lead ev stock higher delivery surge across industry,0.0,1.0,0.0,0.0,Neutral
LI,"China EV Sales: Li Auto Has Milestone Quarter As BYD, Nio, Xpeng Deliveries Pick Up In June",(Investor's Business Daily),Jul-03-23,04:55PM,china ev sale li auto milestone quarter byd nio xpeng delivery pick june,0.0,1.0,0.0,0.0,Neutral
LI,Chinese EV stocks rally after June deliveries surge,(Investing.com),Jul-02-23,10:04PM,chinese ev stock rally june delivery surge,0.0,1.0,0.0,0.0,Neutral
LI,"China EV Sales: Li Auto's Milestone Quarter As Nio, Xpeng Deliveries Pick Up In June",(Investor's Business Daily),Jul-01-23,08:29AM,china ev sale li auto milestone quarter nio xpeng delivery pick june,0.0,1.0,0.0,0.0,Neutral
LI,Li Auto Inc. June 2023 Delivery Update,(GlobeNewswire),Jun-30-23,10:40PM,li auto inc june delivery update,0.0,1.0,0.0,0.0,Neutral
LI,XPeng stock pops after Chinese EV maker prices SUV below Tesla Model Y,(Yahoo Finance),Jun-30-23,10:40PM,xpeng stock pop chinese ev maker price suv tesla model,0.0,1.0,0.0,0.0,Neutral
